,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework,department
127,36,No,non-travel,556.26,1,3,other,128,2,M,69.53,3,2,sales executive,3,unknown,4492.84,11681.39,9,,11,3.0,3,Part Time,0,15.0,2,3.0,11,6,9,1988,53914.11,Yes,sales
128,43,No,travel_rarely,1032.49,24,3,medical,129,4,M,129.06,3,3,manufacturing director,1,married,8339.32,21682.23,1,,21,4.0,4,Part Time,1,10.0,5,2.0,10,5,8,1981,100071.84,No,research & development
129,53,No,travel_rarely,575.4,6,2,other,130,4,M,71.92,3,2,research scientist,1,divorced,4647.5,12083.5,3,Yes,12,not rated,2,Full Time,2,18.0,3,3.0,10,6,9,1971,55770.0,Yes,research & development
130,50,No,non-travel,1973.98,18,4,life sciences,131,4,M,246.75,2,5,research director,3,unknown,15943.72,41453.67,1,Yes,17,3.0,3,Full Time,1,,5,3.0,31,0,9,1974,191324.62,Yes,research & development
131,35,No,travel_rarely,277.64,1,5,other,132,2,M,34.7,3,1,research scientist,4,married,2242.5,5830.5,1,No,12,3.0,4,Part Time,1,,4,2.0,10,8,8,1989,26910.0,Yes,research & development
132,34,Yes,travel_rarely,290.04,1,4,other,133,4,M,36.26,3,1,research scientist,4,single,2342.59,6090.75,1,,13,3.0,3,Part Time,0,10.0,2,2.0,10,7,8,1990,28111.13,No,research & development
133,34,No,non-travel,1032.49,7,3,medical,134,3,M,129.06,3,3,research director,3,married,8339.32,21682.23,0,No,11,3.0,4,Full Time,0,,3,4.0,13,3,7,1990,100071.84,Yes,research & development
134,54,No,travel_rarely,1582.77,23,4,other,135,4,F,197.85,3,4,research director,4,unknown,12783.92,33238.2,6,No,18,3.0,3,Full Time,0,33.0,0,3.0,12,3,8,1970,153407.07,Yes,research & development
135,50,No,travel_rarely,763.8,8,2,other,136,1,F,95.48,3,3,laboratory technician,2,married,6169.17,16039.83,4,,11,3.0,3,Part Time,1,29.0,3,2.0,26,1,7,1974,74030.0,No,research & development
136,36,No,non-travel,1032.49,21,4,other,137,2,M,129.06,3,3,sales executive,4,unknown,8339.32,21682.23,6,,13,3.0,2,Part Time,1,,2,3.0,10,0,8,1988,100071.84,No,sales
137,39,No,travel_rarely,910.31,17,1,life sciences,138,3,F,113.79,2,3,healthcare representative,3,married,7352.5,19116.5,0,,18,3.0,1,Part Time,1,20.0,4,2.0,19,1,9,1985,88230.0,No,research & development
138,47,No,non-travel,1582.77,3,1,marketing,139,1,M,197.85,3,4,manager,3,married,12783.92,33238.2,3,No,12,3.0,4,Full Time,1,,3,3.0,12,4,9,1977,153407.07,No,sales
139,37,No,non-travel,556.26,18,4,other,140,1,M,69.53,3,2,manufacturing director,4,single,4492.84,11681.39,2,,20,4.0,1,Part Time,0,18.0,0,3.0,11,0,9,1987,53914.11,No,research & development
140,43,Yes,travel_frequently,1582.77,15,3,life sciences,141,1,M,197.85,3,4,sales executive,1,single,12783.92,33238.2,0,,12,not rated,2,Full Time,0,,2,2.0,21,13,14,1981,153407.07,Yes,sales
141,35,No,travel_frequently,556.26,1,3,other,142,4,M,69.53,2,2,healthcare representative,1,single,4492.84,11681.39,0,No,20,4.0,3,Full Time,0,14.0,3,3.0,13,4,9,1989,53914.08,Yes,research & development
142,31,No,travel_rarely,369.26,1,3,medical,143,4,M,46.16,3,1,research scientist,2,unknown,2982.5,7754.5,0,Yes,21,4.0,1,Full Time,1,12.0,2,3.0,11,5,7,1993,35790.0,Yes,research & development
143,55,No,travel_rarely,1834.34,3,3,life sciences,144,4,M,229.29,3,4,research director,4,married,14815.83,38521.17,3,No,14,3.0,1,Full Time,0,36.0,2,3.0,10,0,9,1969,177790.0,Yes,research & development
144,32,No,travel_rarely,556.26,24,3,medical,145,3,F,69.53,2,2,healthcare representative,1,single,4492.84,11681.39,1,No,19,not rated,2,Part Time,0,10.0,2,3.0,10,1,8,1992,53914.11,No,research & development
145,45,No,non-travel,1879.12,5,3,other,146,2,M,234.89,3,5,manager,2,married,15177.5,39461.5,7,No,11,3.0,3,Full Time,1,26.0,5,3.0,22,3,10,1979,182130.0,Yes,general
146,56,No,non-travel,1400.8,8,1,other,147,4,M,175.1,2,4,healthcare representative,2,divorced,11314.17,29416.83,1,Yes,15,3.0,4,Full Time,1,,3,3.0,33,15,0,1968,135770.0,No,research & development
147,45,No,travel_rarely,1979.92,4,2,life sciences,148,3,M,247.49,4,5,manager,1,divorced,15991.67,41578.33,1,No,14,3.0,4,Full Time,2,,4,2.0,25,14,13,1979,191900.0,No,general
148,35,No,travel_frequently,556.26,11,3,life sciences,149,3,M,69.53,2,2,human resources,2,unknown,4492.84,11681.39,4,No,11,3.0,4,Full Time,2,14.0,5,4.0,10,1,8,1989,53914.08,Yes,human resources
149,40,No,non-travel,1766.66,13,4,other,150,3,F,220.83,2,4,manager,2,divorced,14269.17,37099.83,6,Yes,13,3.0,4,Full Time,2,,4,3.0,19,15,2,1984,171230.0,No,general
150,56,No,travel_rarely,1979.61,2,2,medical,151,4,F,247.45,1,5,manager,3,unknown,15989.17,41571.83,4,,14,not rated,4,Full Time,1,23.0,5,3.0,19,9,11,1968,191870.0,Yes,general
151,52,No,non-travel,1582.77,5,3,life sciences,152,3,M,197.85,3,4,manager,2,unknown,12783.92,33238.2,1,,11,3.0,2,Full Time,1,,2,3.0,33,0,10,1972,153407.07,Yes,general
152,59,Yes,non-travel,1032.57,14,4,medical,153,1,F,129.07,2,3,manufacturing director,1,unknown,8340.0,21684.0,7,,14,3.0,4,Full Time,0,,0,2.0,10,5,9,1965,100080.0,Yes,research & development
153,49,No,non-travel,1032.49,4,3,life sciences,154,4,M,129.06,3,3,manufacturing director,4,single,8339.32,21682.23,1,No,11,3.0,3,Part Time,0,11.0,2,3.0,10,0,8,1975,100071.84,Yes,research & development
154,30,No,travel_rarely,824.16,17,3,other,155,2,M,103.02,2,3,human resources,1,single,6656.67,17307.33,1,,13,3.0,1,Part Time,0,,3,2.0,10,0,9,1994,79880.0,No,human resources
155,35,No,non-travel,556.26,3,3,other,156,4,M,69.53,1,2,sales executive,1,single,4492.84,11681.39,3,No,18,not rated,4,Part Time,0,15.0,2,3.0,13,3,12,1989,53914.11,Yes,sales
156,43,No,travel_frequently,290.04,9,2,other,157,1,F,36.26,3,1,laboratory technician,4,unknown,2342.59,6090.75,1,,13,3.0,3,Full Time,0,12.0,3,3.0,12,5,8,1981,28111.08,Yes,research & development
157,58,No,travel_rarely,556.26,1,2,life sciences,158,2,M,69.53,4,2,research scientist,3,married,4492.84,11681.39,0,No,24,4.0,1,Part Time,1,13.0,2,2.0,12,2,8,1966,53914.11,Yes,research & development
158,35,Yes,travel_rarely,556.26,24,4,other,159,1,F,69.53,2,2,sales executive,2,single,4492.84,11681.39,0,Yes,23,4.0,3,Part Time,0,16.0,2,4.0,15,10,10,1989,53914.11,No,sales
159,55,No,travel_frequently,1582.77,11,4,medical,160,2,F,197.85,3,4,manager,4,unknown,12783.92,33238.2,3,No,20,not rated,1,Full Time,1,26.0,2,3.0,14,1,12,1969,153407.04,Yes,general
160,35,No,travel_rarely,730.79,1,3,other,161,4,M,91.35,2,3,sales executive,3,unknown,5902.5,15346.5,1,,14,3.0,4,Part Time,0,,3,3.0,10,8,6,1989,70830.0,No,sales
161,30,No,non-travel,487.29,3,1,medical,162,2,M,60.91,3,1,laboratory technician,1,single,3935.83,10233.17,1,,18,3.0,4,Full Time,0,,3,,10,1,5,1994,47229.96,Yes,research & development
162,36,No,travel_rarely,351.52,28,3,life sciences,163,2,M,43.94,4,2,laboratory technician,3,unknown,2839.17,7381.83,1,,17,not rated,4,Part Time,2,,3,2.0,10,6,8,1988,34070.0,Yes,research & development
163,36,Yes,non-travel,556.26,12,4,other,164,4,M,69.53,3,2,sales executive,4,unknown,4492.84,11681.39,3,,24,4.0,1,Part Time,0,13.0,2,4.0,11,6,7,1988,53914.11,Yes,sales
164,35,No,travel_rarely,302.2,19,3,life sciences,165,2,F,37.78,2,1,research scientist,4,married,2440.83,6346.17,1,No,12,3.0,2,Full Time,0,10.0,3,3.0,10,8,7,1989,29290.0,Yes,research & development
165,44,No,non-travel,556.26,2,3,other,166,4,M,69.53,3,2,sales executive,4,unknown,4492.84,11681.39,1,Yes,17,3.0,1,Part Time,1,10.0,3,3.0,10,8,8,1980,53914.11,No,sales
166,59,No,non-travel,1582.77,2,3,medical,167,2,M,197.85,3,4,manager,2,divorced,12783.92,33238.2,4,No,22,4.0,4,Full Time,1,37.0,0,2.0,16,14,14,1965,153407.07,Yes,general
167,37,No,travel_rarely,556.26,14,4,other,168,1,F,69.53,2,2,sales executive,3,unknown,4492.84,11681.39,1,Yes,13,3.0,1,Part Time,1,10.0,4,3.0,10,1,7,1987,53914.11,No,sales
168,44,No,travel_rarely,1032.49,11,3,life sciences,169,1,M,129.06,3,3,healthcare representative,3,married,8339.32,21682.23,1,,17,3.0,2,Part Time,1,10.0,1,3.0,10,0,9,1980,100071.84,Yes,research & development
169,56,No,non-travel,1973.98,26,4,human resources,170,3,M,246.75,4,5,manager,2,married,15943.72,41453.67,4,Yes,18,3.0,1,Full Time,1,35.0,0,3.0,10,1,4,1968,191324.62,Yes,general
170,43,No,non-travel,556.26,23,2,other,171,4,M,69.53,2,2,research scientist,3,single,4492.84,11681.39,1,,12,3.0,4,Full Time,0,20.0,2,3.0,20,3,7,1981,53914.11,Yes,research & development
171,41,No,non-travel,556.26,11,3,technical degree,172,4,F,69.53,3,2,laboratory technician,3,married,4492.84,11681.39,1,,11,not rated,1,Full Time,1,10.0,2,4.0,10,9,4,1983,53914.08,Yes,research & development
172,57,Yes,non-travel,290.04,7,2,technical degree,173,4,M,36.26,3,1,laboratory technician,3,married,2342.59,6090.75,8,No,11,3.0,4,Part Time,1,14.0,4,1.0,10,9,8,1967,28111.13,Yes,research & development
173,40,No,travel_rarely,1241.29,33,1,marketing,174,3,F,155.16,2,4,sales executive,4,unknown,10025.83,26067.17,0,,11,3.0,1,Full Time,1,,2,2.0,20,9,6,1984,120310.0,Yes,sales
174,54,No,travel_rarely,1591.67,2,4,life sciences,175,1,F,198.96,2,4,manager,4,married,12855.83,33425.17,2,No,16,3.0,3,Full Time,0,,3,3.0,25,3,7,1970,154270.0,Yes,general
175,28,No,travel_frequently,1032.49,8,3,other,176,4,M,129.06,3,3,sales executive,3,single,8339.32,21682.23,1,No,15,3.0,4,Full Time,0,9.0,0,3.0,9,1,7,1996,100071.84,No,sales
176,31,No,travel_frequently,556.26,1,2,other,177,3,F,69.53,3,2,laboratory technician,4,unknown,4492.84,11681.39,1,,23,4.0,4,Part Time,0,12.0,2,,12,3,7,1993,53914.11,Yes,research & development
177,36,No,non-travel,1032.49,18,5,life sciences,178,2,M,129.06,3,3,sales executive,1,married,8339.32,21682.23,1,,22,4.0,4,Full Time,1,9.0,3,2.0,9,1,8,1988,100071.84,Yes,sales
178,33,No,travel_rarely,635.76,1,3,medical,179,1,M,79.47,3,2,manufacturing director,4,married,5135.0,13351.0,1,Yes,22,4.0,2,Full Time,1,9.0,3,3.0,9,7,8,1991,61620.0,Yes,research & development
179,31,No,travel_rarely,528.87,1,1,life sciences,180,4,M,66.11,2,2,laboratory technician,4,married,4271.67,11106.33,1,,12,3.0,3,Part Time,2,,1,,10,3,0,1993,51260.0,No,research & development
180,47,Yes,non-travel,992.44,9,2,medical,181,3,M,124.06,2,3,sales executive,4,unknown,8015.83,20841.17,1,No,16,3.0,4,Part Time,0,9.0,3,3.0,9,4,7,1977,96190.0,No,sales
181,31,No,travel_rarely,556.26,4,2,other,182,3,F,69.53,2,2,sales executive,2,unknown,4492.84,11681.39,1,Yes,12,3.0,2,Part Time,3,11.0,4,2.0,11,2,7,1993,53914.11,No,sales
182,33,No,non-travel,516.9,6,4,other,183,2,M,64.61,3,2,sales executive,3,single,4175.0,10855.0,1,No,16,3.0,1,Full Time,0,12.0,0,3.0,11,5,7,1991,50100.0,Yes,sales
183,36,No,travel_rarely,1032.49,37,5,marketing,184,3,M,129.06,3,3,sales executive,2,married,8339.32,21682.23,1,,13,3.0,1,Part Time,2,,3,3.0,10,0,6,1988,100071.84,No,sales
184,33,No,non-travel,1032.49,8,3,marketing,185,2,F,129.06,3,3,sales executive,4,single,8339.32,21682.23,1,,14,3.0,4,Part Time,0,9.0,2,3.0,9,3,7,1991,100071.84,Yes,sales
185,42,No,travel_rarely,290.04,34,3,life sciences,186,1,M,36.26,3,1,research scientist,3,divorced,2342.59,6090.75,4,No,12,3.0,1,Part Time,1,,2,3.0,9,1,8,1982,28111.13,Yes,research & development
186,41,No,travel_rarely,1963.72,4,1,medical,187,4,F,245.46,3,5,manager,3,unknown,15860.83,41238.17,1,No,14,3.0,2,Full Time,1,21.0,2,3.0,20,9,9,1983,190330.0,No,general
187,46,No,non-travel,1582.77,2,2,other,188,1,M,197.85,2,4,manager,4,married,12783.92,33238.2,9,No,23,4.0,4,Full Time,1,22.0,1,3.0,20,11,8,1978,153407.04,Yes,general
188,33,Yes,travel_rarely,1073.02,4,4,other,189,4,M,134.13,1,3,sales executive,4,married,8666.67,22533.33,1,No,11,3.0,3,Full Time,0,14.0,2,2.0,14,9,8,1991,104000.0,No,sales
189,31,No,non-travel,1032.49,1,1,life sciences,190,3,M,129.06,2,3,manufacturing director,3,unknown,8339.32,21682.23,1,No,22,4.0,3,Part Time,0,,2,3.0,11,5,8,1993,100071.84,Yes,research & development
190,38,No,non-travel,1032.49,11,3,other,191,2,M,129.06,3,3,research director,4,unknown,8339.32,21682.23,1,,14,3.0,3,Part Time,3,,1,3.0,10,0,7,1986,100071.84,Yes,research & development
191,38,No,non-travel,288.17,4,4,other,192,1,M,36.02,3,1,sales representative,4,divorced,2327.5,6051.5,4,No,17,3.0,3,Full Time,1,13.0,2,3.0,9,5,8,1986,27930.0,No,sales
192,41,No,non-travel,556.26,24,2,technical degree,193,1,M,69.53,3,2,research scientist,4,unknown,4492.84,11681.39,1,No,17,3.0,1,Full Time,2,,3,3.0,9,4,7,1983,53914.08,No,research & development
193,37,No,non-travel,585.41,24,4,other,194,2,F,73.18,3,2,laboratory technician,2,married,4728.33,12293.67,7,,15,3.0,3,Full Time,1,11.0,3,3.0,9,0,8,1987,56740.0,Yes,research & development
194,33,No,travel_rarely,556.26,7,3,life sciences,195,4,M,69.53,2,2,sales executive,3,married,4492.84,11681.39,1,,14,3.0,3,Part Time,1,13.0,3,2.0,13,4,8,1991,53914.11,Yes,sales
195,39,No,non-travel,1032.49,25,2,life sciences,196,1,F,129.06,2,3,research director,2,unknown,8339.32,21682.23,3,,17,3.0,3,Part Time,1,,2,3.0,10,0,1,1985,100071.84,Yes,research & development
196,31,No,travel_rarely,556.26,28,2,other,197,4,F,69.53,3,2,research scientist,4,married,4492.84,11681.39,1,No,13,3.0,4,Part Time,2,11.0,2,3.0,10,1,9,1993,53914.11,Yes,research & development
197,40,No,non-travel,1980.64,1,1,other,198,2,M,247.58,3,5,manager,3,unknown,15997.5,41593.5,1,,14,3.0,3,Full Time,1,21.0,3,3.0,21,1,6,1984,191970.0,Yes,general
198,61,No,non-travel,1973.98,7,3,life sciences,199,1,F,246.75,3,5,manager,1,unknown,15943.72,41453.67,5,No,11,3.0,4,Full Time,0,33.0,5,1.0,29,11,10,1963,191324.62,Yes,general
199,31,No,non-travel,867.9,22,4,other,200,3,F,108.49,3,3,sales executive,1,unknown,7010.0,18226.0,0,,11,3.0,3,Part Time,0,10.0,3,3.0,9,7,8,1993,84120.0,Yes,sales
200,32,No,travel_rarely,1032.49,9,1,other,201,3,M,129.06,3,3,manufacturing director,2,divorced,8339.32,21682.23,1,No,25,4.0,4,Part Time,1,,6,4.0,13,0,8,1992,100071.84,Yes,research & development
201,34,Yes,non-travel,345.43,3,3,life sciences,202,1,M,43.18,3,1,research scientist,1,single,2790.0,7254.0,1,Yes,11,3.0,1,Full Time,0,,3,3.0,10,9,7,1990,33480.0,No,research & development
202,51,No,non-travel,290.04,28,1,medical,203,4,M,36.26,4,1,laboratory technician,3,married,2342.59,6090.75,1,Yes,11,not rated,3,Full Time,3,20.0,3,3.0,20,3,8,1973,28111.08,Yes,research & development
203,33,No,non-travel,547.75,24,4,life sciences,204,1,M,68.47,3,2,laboratory technician,4,unknown,4424.17,11502.83,1,No,15,not rated,4,Part Time,2,10.0,2,3.0,10,4,7,1991,53090.0,Yes,research & development
204,43,No,non-travel,556.26,29,3,other,205,2,M,69.53,3,2,manufacturing director,2,unknown,4492.84,11681.39,1,,13,3.0,4,Full Time,1,10.0,3,2.0,9,7,8,1981,53914.08,Yes,research & development
205,50,Yes,non-travel,789.7,11,3,marketing,206,3,F,98.71,3,3,sales executive,4,married,6378.33,16583.67,1,No,18,3.0,1,Part Time,2,,3,4.0,9,7,7,1974,76540.0,No,sales
206,28,No,non-travel,1321.46,5,1,other,207,3,M,165.18,2,3,research director,4,divorced,10673.33,27750.67,1,,16,3.0,2,Full Time,1,,3,3.0,9,0,8,1996,128080.0,Yes,research & development
207,34,No,travel_rarely,556.26,1,3,medical,208,1,M,69.53,4,2,sales executive,1,divorced,4492.84,11681.39,1,,22,not rated,1,Part Time,1,9.0,5,3.0,9,0,8,1990,53914.11,Yes,sales
208,53,No,non-travel,1582.77,26,4,other,209,3,F,197.85,2,4,manufacturing director,4,married,12783.92,33238.2,3,No,22,4.0,3,Full Time,0,31.0,3,3.0,9,0,0,1971,153407.07,No,research & development
209,33,No,non-travel,556.26,5,2,life sciences,210,2,M,69.53,3,2,sales executive,2,unknown,4492.84,11681.39,1,No,14,3.0,4,Part Time,1,10.0,3,3.0,10,5,3,1991,53914.11,Yes,sales
210,37,No,non-travel,679.51,14,1,life sciences,211,3,M,84.94,3,2,healthcare representative,4,unknown,5488.33,14269.67,0,,17,3.0,1,Full Time,1,,2,2.0,16,4,11,1987,65860.0,No,research & development
211,32,No,non-travel,556.26,20,2,other,212,4,F,69.53,3,2,sales executive,3,unknown,4492.84,11681.39,1,,13,3.0,4,Full Time,1,,2,2.0,9,0,0,1992,53914.11,No,sales
212,37,No,travel_rarely,259.9,2,4,medical,213,3,M,32.49,3,1,laboratory technician,3,single,2099.17,5457.83,4,No,21,4.0,3,Part Time,0,,6,3.0,11,3,9,1987,25190.0,Yes,research & development
213,53,No,non-travel,1764.18,1,2,life sciences,214,4,M,220.52,3,4,manager,4,married,14249.17,37047.83,2,,15,3.0,2,Full Time,1,26.0,2,,9,7,8,1971,170990.0,Yes,general
214,34,No,non-travel,1582.77,17,3,other,215,4,M,197.85,3,4,manager,3,single,12783.92,33238.2,1,,11,3.0,4,Full Time,0,10.0,2,3.0,10,6,0,1990,153407.07,No,general
215,46,No,non-travel,556.26,23,2,life sciences,216,4,M,69.53,3,2,laboratory technician,1,unknown,4492.84,11681.39,1,Yes,15,3.0,3,Part Time,1,9.0,2,3.0,9,0,8,1978,53914.11,Yes,research & development
216,37,No,travel_rarely,1032.49,12,5,other,217,4,F,129.06,2,3,manufacturing director,4,unknown,8339.32,21682.23,0,,11,3.0,2,Part Time,0,15.0,2,2.0,14,7,8,1987,100071.84,Yes,research & development
217,50,No,non-travel,1353.65,8,4,other,218,4,M,169.21,2,4,sales executive,2,unknown,10933.33,28426.67,6,,17,3.0,2,Full Time,1,22.0,3,3.0,9,2,3,1974,131200.0,No,sales
218,30,Yes,non-travel,1032.49,23,1,other,219,4,F,129.06,2,3,sales executive,1,unknown,8339.32,21682.23,1,,13,not rated,1,Part Time,1,11.0,3,1.0,11,3,10,1994,100071.84,Yes,sales
219,30,No,non-travel,323.04,6,1,other,220,2,F,40.38,3,1,laboratory technician,4,married,2609.17,6783.83,1,,13,3.0,1,Full Time,1,,5,3.0,10,0,8,1994,31310.04,No,research & development
220,38,No,non-travel,556.26,1,3,life sciences,221,4,F,69.53,2,2,manufacturing director,4,married,4492.84,11681.39,1,,13,3.0,2,Part Time,1,14.0,2,2.0,14,3,11,1986,53914.11,Yes,research & development
221,34,No,travel_rarely,1032.49,10,5,other,222,4,M,129.06,4,3,sales executive,3,unknown,8339.32,21682.23,0,,14,3.0,4,Part Time,2,,3,3.0,9,0,8,1990,100071.84,Yes,sales
222,35,No,travel_frequently,458.51,19,3,medical,223,3,F,57.31,3,2,laboratory technician,2,divorced,3703.33,9628.67,4,No,13,3.0,3,Part Time,2,15.0,2,4.0,11,5,10,1989,44440.0,Yes,research & development
223,29,No,non-travel,688.59,1,3,other,224,3,F,86.07,1,2,laboratory technician,4,married,5561.67,14460.33,0,No,11,3.0,1,Full Time,3,10.0,6,3.0,9,7,5,1995,66740.04,Yes,research & development
224,32,No,non-travel,1016.48,2,4,other,225,4,F,127.06,3,3,sales executive,3,unknown,8210.0,21346.0,1,Yes,19,3.0,1,Part Time,1,10.0,5,2.0,10,9,6,1992,98520.0,Yes,sales
225,43,No,non-travel,1842.8,2,1,life sciences,226,3,M,230.35,3,4,manager,3,unknown,14884.17,38698.83,0,Yes,13,not rated,4,Full Time,0,21.0,3,2.0,20,2,10,1981,178610.0,No,general
226,41,No,travel_rarely,556.26,2,3,life sciences,227,3,M,69.53,3,2,research scientist,4,single,4492.84,11681.39,1,,13,3.0,3,Part Time,0,9.0,4,3.0,9,8,8,1983,53914.11,Yes,research & development
227,35,No,non-travel,556.26,15,2,medical,228,3,F,69.53,3,2,sales executive,1,single,4492.84,11681.39,1,,12,3.0,4,Full Time,0,,6,4.0,10,9,6,1989,53914.08,Yes,sales
228,59,No,travel_rarely,1973.98,1,3,other,229,4,F,246.75,3,5,research director,1,unknown,15943.72,41453.67,3,,21,4.0,3,Full Time,1,,3,3.0,9,1,5,1965,191324.62,No,research & development
229,32,Yes,travel_frequently,768.24,1,5,other,230,3,F,96.03,4,3,manufacturing director,2,unknown,6205.0,16133.0,1,,11,3.0,1,Full Time,0,,2,3.0,10,4,7,1992,74460.0,Yes,research & development
230,41,No,non-travel,1419.37,8,1,other,231,4,M,177.42,2,3,research director,2,unknown,11464.17,29806.83,2,No,11,3.0,3,Full Time,1,16.0,5,3.0,9,4,8,1983,137570.0,Yes,research & development
231,54,No,non-travel,1712.49,2,3,medical,232,4,M,214.06,4,4,research director,2,single,13831.67,35962.33,4,No,12,3.0,2,Full Time,0,35.0,2,2.0,9,8,8,1970,165980.0,Yes,research & development
232,35,No,non-travel,1582.77,15,3,other,233,2,M,197.85,3,4,research director,1,unknown,12783.92,33238.2,7,,14,3.0,4,Full Time,2,16.0,3,2.0,14,6,9,1989,153407.07,Yes,research & development
233,36,No,travel_rarely,1032.49,16,3,life sciences,234,4,F,129.06,2,3,healthcare representative,2,single,8339.32,21682.23,1,No,19,3.0,4,Full Time,0,,3,1.0,11,3,3,1988,100071.84,Yes,research & development
234,38,No,non-travel,442.1,13,3,other,235,1,M,55.26,3,2,research scientist,4,married,3570.83,9284.17,1,,17,3.0,1,Part Time,0,,2,3.0,10,3,7,1986,42850.0,Yes,research & development
235,43,No,travel_frequently,1044.54,2,3,other,236,4,M,130.57,3,3,healthcare representative,4,unknown,8436.67,21935.33,2,Yes,14,3.0,3,Full Time,1,24.0,3,1.0,20,13,9,1981,101240.0,Yes,research & development
236,46,No,non-travel,1032.49,1,4,other,237,1,M,129.06,3,3,healthcare representative,2,divorced,8339.32,21682.23,1,,12,3.0,1,Part Time,3,,4,3.0,10,7,7,1978,100071.84,Yes,research & development
237,31,Yes,travel_rarely,1002.24,1,3,other,238,2,M,125.28,2,2,sales executive,1,married,8095.0,21047.0,1,No,11,3.0,4,Full Time,1,,4,3.0,10,6,7,1993,97140.0,Yes,sales
238,39,No,travel_rarely,1023.9,14,3,life sciences,239,3,M,127.99,3,2,sales executive,2,married,8270.0,21502.0,0,,11,3.0,4,Full Time,1,10.0,3,3.0,9,7,7,1985,99240.0,Yes,sales
239,51,No,non-travel,1160.2,20,5,medical,240,2,M,145.02,3,4,healthcare representative,3,unknown,9370.83,24364.17,2,,15,3.0,3,Full Time,1,32.0,3,3.0,30,12,13,1973,112450.0,No,research & development
240,40,No,travel_rarely,316.64,3,2,other,241,3,M,39.58,2,2,laboratory technician,3,unknown,2557.5,6649.5,0,,15,3.0,4,Full Time,1,,3,,10,0,7,1984,30690.0,Yes,research & development
241,35,No,travel_rarely,556.26,3,3,other,242,4,F,69.53,3,2,research scientist,2,unknown,4492.84,11681.39,1,No,12,3.0,3,Part Time,1,11.0,2,3.0,11,7,9,1989,53914.11,Yes,research & development
242,55,No,travel_rarely,1582.77,22,5,other,243,2,F,197.85,3,4,manager,3,unknown,12783.92,33238.2,3,,25,4.0,3,Full Time,1,36.0,6,3.0,10,4,7,1969,153407.07,Yes,research & development
243,42,No,travel_rarely,953.44,6,3,marketing,244,4,M,119.18,3,3,sales executive,3,unknown,7700.83,20022.17,1,No,12,3.0,2,Part Time,0,,3,3.0,10,8,7,1982,92410.0,No,sales
