,employee_number,attrition,job_level,job_role,department,monthly_income,salary,percent_salary_hike,training_times_last_year,stock_option_level,hourly_rate,daily_rate,monthly_rate,standard_hours,overtime,business_travel,distance_from_home,remote_work,environment_satisfaction,job_involvement,job_satisfaction,performance_rating,relationship_satisfaction,work_life_balance,date_birth,age,gender,marital_status,education,education_field,num_companies_worked,total_working_years,years_at_company,years_since_last_promotion,years_with_curr_manager
127,128,No,2,sales executive,sales,4492.84,53914.11,11,2,0,69.5325,556.26,11681.39,Part Time,,non-travel,1,Yes,2,3,3,3.0,3,3.0,1988,37,M,nan,3,other,9,15.0,11,6,9
128,129,No,3,manufacturing director,research & development,8339.32,100071.84,21,5,1,129.06125,1032.49,21682.23,Part Time,,travel_rarely,24,No,4,3,1,4.0,4,2.0,1981,44,M,married,3,medical,1,10.0,10,5,8
129,130,No,2,research scientist,research & development,4647.5,55770.0,12,3,2,71.925,575.4,12083.5,Full Time,Yes,travel_rarely,6,Yes,4,3,1,not rated,2,3.0,1971,54,M,divorced,2,other,3,18.0,10,6,9
130,131,No,5,research director,research & development,15943.72,191324.62,17,5,1,246.7475,1973.98,41453.67,Full Time,Yes,non-travel,18,Yes,4,2,3,3.0,3,3.0,1974,51,M,nan,4,life sciences,1,,31,0,9
131,132,No,1,research scientist,research & development,2242.5,26910.0,12,4,1,34.705,277.64,5830.5,Part Time,No,travel_rarely,1,Yes,2,3,4,3.0,4,2.0,1989,36,M,married,5,other,1,,10,8,8
132,133,Yes,1,research scientist,research & development,2342.59,28111.13,13,2,0,36.255,290.04,6090.75,Part Time,,travel_rarely,1,No,4,3,4,3.0,3,2.0,1990,35,M,single,4,other,1,10.0,10,7,8
133,134,No,3,research director,research & development,8339.32,100071.84,11,3,0,129.06125,1032.49,21682.23,Full Time,No,non-travel,7,Yes,3,3,3,3.0,4,4.0,1990,35,M,married,3,medical,0,,13,3,7
134,135,No,4,research director,research & development,12783.92,153407.07,18,0,0,197.84625,1582.77,33238.2,Full Time,No,travel_rarely,23,Yes,4,3,4,3.0,3,3.0,1970,55,F,nan,4,other,6,33.0,12,3,8
135,136,No,3,laboratory technician,research & development,6169.17,74030.0,11,3,1,95.475,763.8,16039.83,Part Time,,travel_rarely,8,No,1,3,2,3.0,3,2.0,1974,51,F,married,2,other,4,29.0,26,1,7
136,137,No,3,sales executive,sales,8339.32,100071.84,13,2,1,129.06125,1032.49,21682.23,Part Time,,non-travel,21,No,2,3,4,3.0,2,3.0,1988,37,M,nan,4,other,6,,10,0,8
137,138,No,3,healthcare representative,research & development,7352.5,88230.0,18,4,1,113.78875,910.31,19116.5,Part Time,,travel_rarely,17,No,3,2,3,3.0,1,2.0,1985,40,F,married,1,life sciences,0,20.0,19,1,9
138,139,No,4,manager,sales,12783.92,153407.07,12,3,1,197.84625,1582.77,33238.2,Full Time,No,non-travel,3,No,1,3,3,3.0,4,3.0,1977,48,M,married,1,marketing,3,,12,4,9
139,140,No,2,manufacturing director,research & development,4492.84,53914.11,20,0,0,69.5325,556.26,11681.39,Part Time,,non-travel,18,No,1,3,4,4.0,1,3.0,1987,38,M,single,4,other,2,18.0,11,0,9
140,141,Yes,4,sales executive,sales,12783.92,153407.07,12,2,0,197.84625,1582.77,33238.2,Full Time,,travel_frequently,15,Yes,1,3,1,not rated,2,2.0,1981,44,M,single,3,life sciences,0,,21,13,14
141,142,No,2,healthcare representative,research & development,4492.84,53914.08,20,3,0,69.5325,556.26,11681.39,Full Time,No,travel_frequently,1,Yes,4,2,1,4.0,3,3.0,1989,36,M,single,3,other,0,14.0,13,4,9
142,143,No,1,research scientist,research & development,2982.5,35790.0,21,2,1,46.1575,369.26,7754.5,Full Time,Yes,travel_rarely,1,Yes,4,3,2,4.0,1,3.0,1993,32,M,nan,3,medical,0,12.0,11,5,7
143,144,No,4,research director,research & development,14815.83,177790.0,14,2,0,229.2925,1834.34,38521.17,Full Time,No,travel_rarely,3,Yes,4,3,4,3.0,1,3.0,1969,56,M,married,3,life sciences,3,36.0,10,0,9
144,145,No,2,healthcare representative,research & development,4492.84,53914.11,19,2,0,69.5325,556.26,11681.39,Part Time,No,travel_rarely,24,No,3,2,1,not rated,2,3.0,1992,33,F,single,3,medical,1,10.0,10,1,8
145,146,No,5,manager,general,15177.5,182130.0,11,5,1,234.89,1879.12,39461.5,Full Time,No,non-travel,5,Yes,2,3,2,3.0,3,3.0,1979,46,M,married,3,other,7,26.0,22,3,10
146,147,No,4,healthcare representative,research & development,11314.17,135770.0,15,3,1,175.1,1400.8,29416.83,Full Time,Yes,non-travel,8,No,4,2,2,3.0,4,3.0,1968,57,M,divorced,1,other,1,,33,15,0
147,148,No,5,manager,general,15991.67,191900.0,14,4,2,247.49,1979.92,41578.33,Full Time,No,travel_rarely,4,No,3,4,1,3.0,4,2.0,1979,46,M,divorced,2,life sciences,1,,25,14,13
148,149,No,2,human resources,human resources,4492.84,53914.08,11,5,2,69.5325,556.26,11681.39,Full Time,No,travel_frequently,11,Yes,3,2,2,3.0,4,4.0,1989,36,M,nan,3,life sciences,4,14.0,10,1,8
149,150,No,4,manager,general,14269.17,171230.0,13,4,2,220.8325,1766.66,37099.83,Full Time,Yes,non-travel,13,No,3,2,2,3.0,4,3.0,1984,41,F,divorced,4,other,6,,19,15,2
150,151,No,5,manager,general,15989.17,191870.0,14,5,1,247.45125,1979.61,41571.83,Full Time,,travel_rarely,2,Yes,4,1,3,not rated,4,3.0,1968,57,F,nan,2,medical,4,23.0,19,9,11
151,152,No,4,manager,general,12783.92,153407.07,11,2,1,197.84625,1582.77,33238.2,Full Time,,non-travel,5,Yes,3,3,2,3.0,2,3.0,1972,53,M,nan,3,life sciences,1,,33,0,10
152,153,Yes,3,manufacturing director,research & development,8340.0,100080.0,14,0,0,129.07125,1032.57,21684.0,Full Time,,non-travel,14,Yes,1,2,1,3.0,4,2.0,1965,60,F,unknown,4,medical,7,,10,5,9
153,154,No,3,manufacturing director,research & development,8339.32,100071.84,11,2,0,129.06125,1032.49,21682.23,Part Time,No,non-travel,4,Yes,4,3,4,3.0,3,3.0,1975,50,M,single,3,life sciences,1,11.0,10,0,8
154,155,No,3,human resources,human resources,6656.67,79880.0,13,3,0,103.02,824.16,17307.33,Part Time,,travel_rarely,17,No,2,2,1,3.0,1,2.0,1994,31,M,single,3,other,1,,10,0,9
155,156,No,2,sales executive,sales,4492.84,53914.11,18,2,0,69.5325,556.26,11681.39,Part Time,No,non-travel,3,Yes,4,1,1,not rated,4,3.0,1989,36,M,single,3,other,3,15.0,13,3,12
156,157,No,1,laboratory technician,research & development,2342.59,28111.08,13,3,0,36.255,290.04,6090.75,Full Time,,travel_frequently,9,Yes,1,3,4,3.0,3,3.0,1981,44,F,nan,2,other,1,12.0,12,5,8
157,158,No,2,research scientist,research & development,4492.84,53914.11,24,2,1,69.5325,556.26,11681.39,Part Time,No,travel_rarely,1,Yes,2,4,3,4.0,1,2.0,1966,59,M,married,2,life sciences,0,13.0,12,2,8
158,159,Yes,2,sales executive,sales,4492.84,53914.11,23,2,0,69.5325,556.26,11681.39,Part Time,Yes,travel_rarely,24,No,1,2,2,4.0,3,4.0,1989,36,F,single,4,other,0,16.0,15,10,10
159,160,No,4,manager,general,12783.92,153407.04,20,2,1,197.84625,1582.77,33238.2,Full Time,No,travel_frequently,11,Yes,2,3,4,not rated,1,3.0,1969,56,F,nan,4,medical,3,26.0,14,1,12
160,161,No,3,sales executive,sales,5902.5,70830.0,14,3,0,91.34875,730.79,15346.5,Part Time,,travel_rarely,1,No,4,2,3,3.0,4,3.0,1989,36,M,nan,3,other,1,,10,8,6
161,162,No,1,laboratory technician,research & development,3935.83,47229.96,18,3,0,60.91125,487.29,10233.17,Full Time,,non-travel,3,Yes,2,3,1,3.0,4,,1994,31,M,single,1,medical,1,,10,1,5
162,163,No,2,laboratory technician,research & development,2839.17,34070.0,17,3,2,43.94,351.52,7381.83,Part Time,,travel_rarely,28,Yes,2,4,3,not rated,4,2.0,1988,37,M,nan,3,life sciences,1,,10,6,8
163,164,Yes,2,sales executive,sales,4492.84,53914.11,24,2,0,69.5325,556.26,11681.39,Part Time,,non-travel,12,Yes,4,3,4,4.0,1,4.0,1988,37,M,nan,4,other,3,13.0,11,6,7
164,165,No,1,research scientist,research & development,2440.83,29290.0,12,3,0,37.775,302.2,6346.17,Full Time,No,travel_rarely,19,Yes,2,2,4,3.0,2,3.0,1989,36,F,married,3,life sciences,1,10.0,10,8,7
165,166,No,2,sales executive,sales,4492.84,53914.11,17,3,1,69.5325,556.26,11681.39,Part Time,Yes,non-travel,2,No,4,3,4,3.0,1,3.0,1980,45,M,nan,3,other,1,10.0,10,8,8
166,167,No,4,manager,general,12783.92,153407.07,22,0,1,197.84625,1582.77,33238.2,Full Time,No,non-travel,2,Yes,2,3,2,4.0,4,2.0,1965,60,M,divorced,3,medical,4,37.0,16,14,14
167,168,No,2,sales executive,sales,4492.84,53914.11,13,4,1,69.5325,556.26,11681.39,Part Time,Yes,travel_rarely,14,No,1,2,3,3.0,1,3.0,1987,38,F,unknown,4,other,1,10.0,10,1,7
168,169,No,3,healthcare representative,research & development,8339.32,100071.84,17,1,1,129.06125,1032.49,21682.23,Part Time,,travel_rarely,11,Yes,1,3,3,3.0,2,3.0,1980,45,M,married,3,life sciences,1,10.0,10,0,9
169,170,No,5,manager,general,15943.72,191324.62,18,0,1,246.7475,1973.98,41453.67,Full Time,Yes,non-travel,26,Yes,3,4,2,3.0,1,3.0,1968,57,M,married,4,human resources,4,35.0,10,1,4
170,171,No,2,research scientist,research & development,4492.84,53914.11,12,2,0,69.5325,556.26,11681.39,Full Time,,non-travel,23,Yes,4,2,3,3.0,4,3.0,1981,44,M,single,2,other,1,20.0,20,3,7
171,172,No,2,laboratory technician,research & development,4492.84,53914.08,11,2,1,69.5325,556.26,11681.39,Full Time,,non-travel,11,Yes,4,3,3,not rated,1,4.0,1983,42,F,married,3,technical degree,1,10.0,10,9,4
172,173,Yes,1,laboratory technician,research & development,2342.59,28111.13,11,4,1,36.255,290.04,6090.75,Part Time,No,non-travel,7,Yes,4,3,3,3.0,4,1.0,1967,58,M,married,2,technical degree,8,14.0,10,9,8
173,174,No,4,sales executive,sales,10025.83,120310.0,11,2,1,155.16125,1241.29,26067.17,Full Time,,travel_rarely,33,Yes,3,2,4,3.0,1,2.0,1984,41,F,nan,1,marketing,0,,20,9,6
174,175,No,4,manager,general,12855.83,154270.0,16,3,0,198.95875,1591.67,33425.17,Full Time,No,travel_rarely,2,Yes,1,2,4,3.0,3,3.0,1970,55,F,married,4,life sciences,2,,25,3,7
175,176,No,3,sales executive,sales,8339.32,100071.84,15,0,0,129.06125,1032.49,21682.23,Full Time,No,travel_frequently,8,No,4,3,3,3.0,4,3.0,1996,29,M,single,3,other,1,9.0,9,1,7
176,177,No,2,laboratory technician,research & development,4492.84,53914.11,23,2,0,69.5325,556.26,11681.39,Part Time,,travel_frequently,1,Yes,3,3,4,4.0,4,,1993,32,F,nan,2,other,1,12.0,12,3,7
177,178,No,3,sales executive,sales,8339.32,100071.84,22,3,1,129.06125,1032.49,21682.23,Full Time,,non-travel,18,Yes,2,3,1,4.0,4,2.0,1988,37,M,married,5,life sciences,1,9.0,9,1,8
178,179,No,2,manufacturing director,research & development,5135.0,61620.0,22,3,1,79.47,635.76,13351.0,Full Time,Yes,travel_rarely,1,Yes,1,3,4,4.0,2,3.0,1991,34,M,married,3,medical,1,9.0,9,7,8
179,180,No,2,laboratory technician,research & development,4271.67,51260.0,12,1,2,66.10875,528.87,11106.33,Part Time,,travel_rarely,1,No,4,2,4,3.0,3,,1993,32,M,married,1,life sciences,1,,10,3,0
180,181,Yes,3,sales executive,sales,8015.83,96190.0,16,3,0,124.055,992.44,20841.17,Part Time,No,non-travel,9,No,3,2,4,3.0,4,3.0,1977,48,M,nan,2,medical,1,9.0,9,4,7
181,182,No,2,sales executive,sales,4492.84,53914.11,12,4,3,69.5325,556.26,11681.39,Part Time,Yes,travel_rarely,4,No,3,2,2,3.0,2,2.0,1993,32,F,nan,2,other,1,11.0,11,2,7
182,183,No,2,sales executive,sales,4175.0,50100.0,16,0,0,64.6125,516.9,10855.0,Full Time,No,non-travel,6,Yes,2,3,3,3.0,1,3.0,1991,34,M,single,4,other,1,12.0,11,5,7
183,184,No,3,sales executive,sales,8339.32,100071.84,13,3,2,129.06125,1032.49,21682.23,Part Time,,travel_rarely,37,No,3,3,2,3.0,1,3.0,1988,37,M,married,5,marketing,1,,10,0,6
184,185,No,3,sales executive,sales,8339.32,100071.84,14,2,0,129.06125,1032.49,21682.23,Part Time,,non-travel,8,Yes,2,3,4,3.0,4,3.0,1991,34,F,single,3,marketing,1,9.0,9,3,7
185,186,No,1,research scientist,research & development,2342.59,28111.13,12,2,1,36.255,290.04,6090.75,Part Time,No,travel_rarely,34,Yes,1,3,3,3.0,1,3.0,1982,43,M,divorced,3,life sciences,4,,9,1,8
186,187,No,5,manager,general,15860.83,190330.0,14,2,1,245.465,1963.72,41238.17,Full Time,No,travel_rarely,4,No,4,3,3,3.0,2,3.0,1983,42,F,nan,1,medical,1,21.0,20,9,9
187,188,No,4,manager,general,12783.92,153407.04,23,1,1,197.84625,1582.77,33238.2,Full Time,No,non-travel,2,Yes,1,2,4,4.0,4,3.0,1978,47,M,married,2,other,9,22.0,20,11,8
188,189,Yes,3,sales executive,sales,8666.67,104000.0,11,2,0,134.1275,1073.02,22533.33,Full Time,No,travel_rarely,4,No,4,1,4,3.0,3,2.0,1991,34,M,married,4,other,1,14.0,14,9,8
189,190,No,3,manufacturing director,research & development,8339.32,100071.84,22,2,0,129.06125,1032.49,21682.23,Part Time,No,non-travel,1,Yes,3,2,3,4.0,3,3.0,1993,32,M,nan,1,life sciences,1,,11,5,8
190,191,No,3,research director,research & development,8339.32,100071.84,14,1,3,129.06125,1032.49,21682.23,Part Time,,non-travel,11,Yes,2,3,4,3.0,3,3.0,1986,39,M,nan,3,other,1,,10,0,7
191,192,No,1,sales representative,sales,2327.5,27930.0,17,2,1,36.02125,288.17,6051.5,Full Time,No,non-travel,4,No,1,3,4,3.0,3,3.0,1986,39,M,divorced,4,other,4,13.0,9,5,8
192,193,No,2,research scientist,research & development,4492.84,53914.08,17,3,2,69.5325,556.26,11681.39,Full Time,No,non-travel,24,No,1,3,4,3.0,1,3.0,1983,42,M,nan,2,technical degree,1,,9,4,7
193,194,No,2,laboratory technician,research & development,4728.33,56740.0,15,3,1,73.17625,585.41,12293.67,Full Time,,non-travel,24,Yes,2,3,2,3.0,3,3.0,1987,38,F,married,4,other,7,11.0,9,0,8
194,195,No,2,sales executive,sales,4492.84,53914.11,14,3,1,69.5325,556.26,11681.39,Part Time,,travel_rarely,7,Yes,4,2,3,3.0,3,2.0,1991,34,M,married,3,life sciences,1,13.0,13,4,8
195,196,No,3,research director,research & development,8339.32,100071.84,17,2,1,129.06125,1032.49,21682.23,Part Time,,non-travel,25,Yes,1,2,2,3.0,3,3.0,1985,40,F,nan,2,life sciences,3,,10,0,1
196,197,No,2,research scientist,research & development,4492.84,53914.11,13,2,2,69.5325,556.26,11681.39,Part Time,No,travel_rarely,28,Yes,4,3,4,3.0,4,3.0,1993,32,F,married,2,other,1,11.0,10,1,9
197,198,No,5,manager,general,15997.5,191970.0,14,3,1,247.58,1980.64,41593.5,Full Time,,non-travel,1,Yes,2,3,3,3.0,3,3.0,1984,41,M,nan,1,other,1,21.0,21,1,6
198,199,No,5,manager,general,15943.72,191324.62,11,5,0,246.7475,1973.98,41453.67,Full Time,No,non-travel,7,Yes,1,3,1,3.0,4,1.0,1963,62,F,nan,3,life sciences,5,33.0,29,11,10
199,200,No,3,sales executive,sales,7010.0,84120.0,11,3,0,108.4875,867.9,18226.0,Part Time,,non-travel,22,Yes,3,3,1,3.0,3,3.0,1993,32,F,nan,4,other,0,10.0,9,7,8
200,201,No,3,manufacturing director,research & development,8339.32,100071.84,25,6,1,129.06125,1032.49,21682.23,Part Time,No,travel_rarely,9,Yes,3,3,2,4.0,4,4.0,1992,33,M,divorced,1,other,1,,13,0,8
201,202,Yes,1,research scientist,research & development,2790.0,33480.0,11,3,0,43.17875,345.43,7254.0,Full Time,Yes,non-travel,3,No,1,3,1,3.0,1,3.0,1990,35,M,single,3,life sciences,1,,10,9,7
202,203,No,1,laboratory technician,research & development,2342.59,28111.08,11,3,3,36.255,290.04,6090.75,Full Time,Yes,non-travel,28,Yes,4,4,3,not rated,3,3.0,1973,52,M,married,1,medical,1,20.0,20,3,8
203,204,No,2,laboratory technician,research & development,4424.17,53090.0,15,2,2,68.46875,547.75,11502.83,Part Time,No,non-travel,24,Yes,1,3,4,not rated,4,3.0,1991,34,M,nan,4,life sciences,1,10.0,10,4,7
204,205,No,2,manufacturing director,research & development,4492.84,53914.08,13,3,1,69.5325,556.26,11681.39,Full Time,,non-travel,29,Yes,2,3,2,3.0,4,2.0,1981,44,M,nan,3,other,1,10.0,9,7,8
205,206,Yes,3,sales executive,sales,6378.33,76540.0,18,3,2,98.7125,789.7,16583.67,Part Time,No,non-travel,11,No,3,3,4,3.0,1,4.0,1974,51,F,married,3,marketing,1,,9,7,7
206,207,No,3,research director,research & development,10673.33,128080.0,16,3,1,165.1825,1321.46,27750.67,Full Time,,non-travel,5,Yes,3,2,4,3.0,2,3.0,1996,29,M,divorced,1,other,1,,9,0,8
207,208,No,2,sales executive,sales,4492.84,53914.11,22,5,1,69.5325,556.26,11681.39,Part Time,,travel_rarely,1,Yes,1,4,1,not rated,1,3.0,1990,35,M,divorced,3,medical,1,9.0,9,0,8
208,209,No,4,manufacturing director,research & development,12783.92,153407.07,22,3,0,197.84625,1582.77,33238.2,Full Time,No,non-travel,26,No,3,2,4,4.0,3,3.0,1971,54,F,married,4,other,3,31.0,9,0,0
209,210,No,2,sales executive,sales,4492.84,53914.11,14,3,1,69.5325,556.26,11681.39,Part Time,No,non-travel,5,Yes,2,3,2,3.0,4,3.0,1991,34,M,nan,2,life sciences,1,10.0,10,5,3
210,211,No,2,healthcare representative,research & development,5488.33,65860.0,17,2,1,84.93875,679.51,14269.67,Full Time,,non-travel,14,No,3,3,4,3.0,1,2.0,1987,38,M,nan,1,life sciences,0,,16,4,11
211,212,No,2,sales executive,sales,4492.84,53914.11,13,2,1,69.5325,556.26,11681.39,Full Time,,non-travel,20,No,4,3,3,3.0,4,2.0,1992,33,F,nan,2,other,1,,9,0,0
212,213,No,1,laboratory technician,research & development,2099.17,25190.0,21,6,0,32.4875,259.9,5457.83,Part Time,No,travel_rarely,2,Yes,3,3,3,4.0,3,3.0,1987,38,M,single,4,medical,4,,11,3,9
213,214,No,4,manager,general,14249.17,170990.0,15,2,1,220.5225,1764.18,37047.83,Full Time,,non-travel,1,Yes,4,3,4,3.0,2,,1971,54,M,married,2,life sciences,2,26.0,9,7,8
214,215,No,4,manager,general,12783.92,153407.07,11,2,0,197.84625,1582.77,33238.2,Full Time,,non-travel,17,No,4,3,3,3.0,4,3.0,1990,35,M,single,3,other,1,10.0,10,6,0
215,216,No,2,laboratory technician,research & development,4492.84,53914.11,15,2,1,69.5325,556.26,11681.39,Part Time,Yes,non-travel,23,Yes,4,3,1,3.0,3,3.0,1978,47,M,nan,2,life sciences,1,9.0,9,0,8
216,217,No,3,manufacturing director,research & development,8339.32,100071.84,11,2,0,129.06125,1032.49,21682.23,Part Time,,travel_rarely,12,Yes,4,2,4,3.0,2,2.0,1987,38,F,nan,5,other,0,15.0,14,7,8
217,218,No,4,sales executive,sales,10933.33,131200.0,17,3,1,169.20625,1353.65,28426.67,Full Time,,non-travel,8,No,4,2,2,3.0,2,3.0,1974,51,M,nan,4,other,6,22.0,9,2,3
218,219,Yes,3,sales executive,sales,8339.32,100071.84,13,3,1,129.06125,1032.49,21682.23,Part Time,,non-travel,23,Yes,4,2,1,not rated,1,1.0,1994,31,F,nan,1,other,1,11.0,11,3,10
219,220,No,1,laboratory technician,research & development,2609.17,31310.04,13,5,1,40.38,323.04,6783.83,Full Time,,non-travel,6,No,2,3,4,3.0,1,3.0,1994,31,F,married,1,other,1,,10,0,8
220,221,No,2,manufacturing director,research & development,4492.84,53914.11,13,2,1,69.5325,556.26,11681.39,Part Time,,non-travel,1,Yes,4,2,4,3.0,2,2.0,1986,39,F,married,3,life sciences,1,14.0,14,3,11
221,222,No,3,sales executive,sales,8339.32,100071.84,14,3,2,129.06125,1032.49,21682.23,Part Time,,travel_rarely,10,Yes,4,4,3,3.0,4,3.0,1990,35,M,nan,5,other,0,,9,0,8
222,223,No,2,laboratory technician,research & development,3703.33,44440.0,13,2,2,57.31375,458.51,9628.67,Part Time,No,travel_frequently,19,Yes,3,3,2,3.0,3,4.0,1989,36,F,divorced,3,medical,4,15.0,11,5,10
223,224,No,2,laboratory technician,research & development,5561.67,66740.04000000001,11,6,3,86.07375,688.59,14460.33,Full Time,No,non-travel,1,Yes,3,1,4,3.0,1,3.0,1995,30,F,married,3,other,0,10.0,9,7,5
224,225,No,3,sales executive,sales,8210.0,98520.0,19,5,1,127.06,1016.48,21346.0,Part Time,Yes,non-travel,2,Yes,4,3,3,3.0,1,2.0,1992,33,F,nan,4,other,1,10.0,10,9,6
225,226,No,4,manager,general,14884.17,178610.0,13,3,0,230.35,1842.8,38698.83,Full Time,Yes,non-travel,2,No,3,3,3,not rated,4,2.0,1981,44,M,nan,1,life sciences,0,21.0,20,2,10
226,227,No,2,research scientist,research & development,4492.84,53914.11,13,4,0,69.5325,556.26,11681.39,Part Time,,travel_rarely,2,Yes,3,3,4,3.0,3,3.0,1983,42,M,single,3,life sciences,1,9.0,9,8,8
227,228,No,2,sales executive,sales,4492.84,53914.08,12,6,0,69.5325,556.26,11681.39,Full Time,,non-travel,15,Yes,3,3,1,3.0,4,4.0,1989,36,F,single,2,medical,1,,10,9,6
228,229,No,5,research director,research & development,15943.72,191324.62,21,3,1,246.7475,1973.98,41453.67,Full Time,,travel_rarely,1,No,4,3,1,4.0,3,3.0,1965,60,F,nan,3,other,3,,9,1,5
229,230,Yes,3,manufacturing director,research & development,6205.0,74460.0,11,2,0,96.03,768.24,16133.0,Full Time,,travel_frequently,1,Yes,3,4,2,3.0,1,3.0,1992,33,F,nan,5,other,1,,10,4,7
230,231,No,3,research director,research & development,11464.17,137570.0,11,5,1,177.42125,1419.37,29806.83,Full Time,No,non-travel,8,Yes,4,2,2,3.0,3,3.0,1983,42,M,nan,1,other,2,16.0,9,4,8
231,232,No,4,research director,research & development,13831.67,165980.0,12,2,0,214.06125,1712.49,35962.33,Full Time,No,non-travel,2,Yes,4,4,2,3.0,2,2.0,1970,55,M,single,3,medical,4,35.0,9,8,8
232,233,No,4,research director,research & development,12783.92,153407.07,14,3,2,197.84625,1582.77,33238.2,Full Time,,non-travel,15,Yes,2,3,1,3.0,4,2.0,1989,36,M,nan,3,other,7,16.0,14,6,9
233,234,No,3,healthcare representative,research & development,8339.32,100071.84,19,3,0,129.06125,1032.49,21682.23,Full Time,No,travel_rarely,16,Yes,4,2,2,3.0,4,1.0,1988,37,F,single,3,life sciences,1,,11,3,3
234,235,No,2,research scientist,research & development,3570.83,42850.0,17,2,0,55.2625,442.1,9284.17,Part Time,,non-travel,13,Yes,1,3,4,3.0,1,3.0,1986,39,M,married,3,other,1,,10,3,7
235,236,No,3,healthcare representative,research & development,8436.67,101240.0,14,3,1,130.5675,1044.54,21935.33,Full Time,Yes,travel_frequently,2,Yes,4,3,4,3.0,3,1.0,1981,44,M,nan,3,other,2,24.0,20,13,9
236,237,No,3,healthcare representative,research & development,8339.32,100071.84,12,4,3,129.06125,1032.49,21682.23,Part Time,,non-travel,1,Yes,1,3,2,3.0,1,3.0,1978,47,M,divorced,4,other,1,,10,7,7
237,238,Yes,2,sales executive,sales,8095.0,97140.0,11,4,1,125.28,1002.24,21047.0,Full Time,No,travel_rarely,1,Yes,2,2,1,3.0,4,3.0,1993,32,M,married,3,other,1,,10,6,7
238,239,No,2,sales executive,sales,8270.0,99240.0,11,3,1,127.9875,1023.9,21502.0,Full Time,,travel_rarely,14,Yes,3,3,2,3.0,4,3.0,1985,40,M,married,3,life sciences,0,10.0,9,7,7
239,240,No,4,healthcare representative,research & development,9370.83,112450.0,15,3,1,145.025,1160.2,24364.17,Full Time,,non-travel,20,No,2,3,3,3.0,3,3.0,1973,52,M,nan,5,medical,2,32.0,30,12,13
240,241,No,2,laboratory technician,research & development,2557.5,30690.0,15,3,1,39.58,316.64,6649.5,Full Time,,travel_rarely,3,Yes,3,2,3,3.0,4,,1984,41,M,nan,2,other,0,,10,0,7
241,242,No,2,research scientist,research & development,4492.84,53914.11,12,2,1,69.5325,556.26,11681.39,Part Time,No,travel_rarely,3,Yes,4,3,2,3.0,3,3.0,1989,36,F,nan,3,other,1,11.0,11,7,9
